"Species","SVL","HW","SNL","ForearmL","X3FDW","FemurL","TibiaL","X3TDW","X3ToeWeb"
"meridionalis",1.56205482965638,1.05343619231267,0.486622943329386,0.95577970373359,0.36578327287032,1.2383076889052,1.17009092762595,0.178308802302089,0.00678569466674127
"meridionalis",1.60681114691896,1.07645194285182,0.598724089724061,0.969814873781419,0.361033433421791,1.23547666456563,1.1936911341918,0.200684545740369,-0.040427936657417
"meridionalis",1.54888056263751,1.09803682776399,0.555816619298643,0.966367913467512,0.417583077006826,1.26632907400469,1.20438259606082,0.20378864746235,0.097325438253568
"meridionalis",1.54802069490553,1.09922024830557,0.548660828659098,0.963604881089407,0.365052726995495,1.24769261533888,1.19525561806322,0.19341412187734,0.113751018166367
"meridionalis",1.5720579899263,1.11660394500238,0.54357759544295,0.981521175768662,0.377826093659582,1.24216249014899,1.20359548860615,0.145508678082508,0.0122878039723047
"meridionalis",1.57426282970703,1.07899915202643,0.596481067313931,0.940530329361524,0.368008981568369,1.22711438142462,1.16805005133907,0.168721057984619,0.0120006849658409
"meridionalis",1.55144999797288,1.02895889280585,0.571892530801056,0.97403660311559,0.338822238630116,1.23616332274449,1.19275272135272,0.167099671008172,0.0277806095717806
"meridionalis",1.57518784492766,1.10856953155509,0.630915718011531,0.984137534671557,0.386456622605515,1.23621218536767,1.19729789515809,0.18961500170522,-0.0192143915483064
"meridionalis",1.56466606425209,1.10082253177079,0.579998304803637,0.945078882198903,0.343388536863123,1.23882835734391,1.16811872362697,0.177311258400253,0.0430087882868637
"meridionalis",1.5327543789925,1.06733919841059,0.621391997598793,0.95332234630041,0.339753367101072,1.23818823154555,1.19349751005459,0.162855908393366,-0.0321167528535568
"meridionalis",1.5854607295085,1.0752980138597,0.607529138213258,0.967679726198926,0.407725626797793,1.24802701966277,1.20049508196641,0.225414523306994,0.164567848459659
"meridionalis",1.52762990087134,1.05838504726877,0.61201597585247,0.991433992618845,0.387209272048006,1.2266047018924,1.19249631250312,0.170514528161585,-0.0799635145706581
"meridionalis",1.54530711646582,1.07186868770573,0.618090368235488,0.987863181284067,0.385598962123303,1.25232951850348,1.20732704204283,0.206243535346784,0.0813346640342349
"meridionalis",1.58092497567562,1.06333159317866,0.619187568882811,0.957204202185475,0.343456347073276,1.23071444878595,1.21783591320049,0.153012038558953,-0.030572475810958
"meridionalis",1.59988307207369,1.01437642816716,0.614201197752751,0.9748749042287,0.374270871417752,1.25706936343675,1.19922450192531,0.179036503156972,0.0110764800016286
"meridionalis",1.57863920996807,1.06826215345813,0.619788772500246,0.919809624947078,0.415796765221785,1.21010863931809,1.16317502796528,0.0595181413034563,-0.0260472312851578
"picta",1.65059889817266,1.20644745041547,0.694914492651725,0.967030778703422,-0.0520414810547551,1.29040078499054,1.21711298052911,-0.138353152949532,0.662604553247999
"picta",1.63778982936223,1.18572019928265,0.681712219320024,1.00228568039114,-0.00732394856922059,1.26309413058517,1.20457934376771,-0.000789237766693877,0.628316750942187
"picta",1.62448836251345,1.18211956239998,0.676300876477813,0.990734329318804,0.00481488959959604,1.27573137837575,1.19354424106051,-0.00423317901628049,0.621188319560808
"picta",1.64708942871655,1.18456541664265,0.622699954369591,0.986492442685152,0.00746418646797257,1.26823154577279,1.20090627475172,0.023872813715826,0.613710763293897
"picta",1.58748646541096,1.21545398238427,0.652165974034672,0.973351322656204,-0.0356594000078578,1.26677078294238,1.17353390602142,-0.0430642128155243,0.552914527672258
"picta",1.64315646561971,1.18969006067733,0.682028200176487,0.973506310681355,0.0168371392458764,1.22267747041584,1.18914541895383,-0.0143890371821964,0.563374927970855
"picta",1.62345604806993,1.18489145880496,0.65401876227344,0.988514951741167,-0.00360333194007668,1.29939426116984,1.20067675701579,-0.017525673165718,0.591083180806907
"picta",1.62345604806993,1.16594907945087,0.63326354068282,0.979476238770576,-0.040197134216533,1.28310491421226,1.19488423918585,-0.0220733009164387,0.588850299374615
"picta",1.65696018274285,1.18452720385471,0.608598560142732,0.947443694859024,-0.00361381402440992,1.24534966613099,1.18582006334427,0.0231894587409286,0.568008169802657
"picta",1.63174807439657,1.1507251736369,0.635015225441096,0.975356876099775,0.00293048769584646,1.25124733371328,1.19499349710736,0.00395040834873064,0.56344715904763
"picta",1.62695595143545,1.17797828110692,0.60298873346864,0.992744970775631,-0.0459044862870374,1.29362520025031,1.20670088371698,-3.92054632876568e-05,0.569370324110787
"picta",1.61468634228201,1.16225298626958,0.613876612901387,1.00776713670083,-0.0238343222303322,1.29337126430255,1.20261236665186,-0.0497997704532559,0.552742314399052
"picta",1.63467875217868,1.19738436737945,0.60302692934383,1.01959129849084,-0.0109255258167316,1.29015335492313,1.21274941974676,-0.0183026240110218,0.623196808760743
"picta",1.64365003821733,1.1904104757601,0.642639251173297,0.969642582470561,-0.0599976042104132,1.26907233991798,1.19649354764426,-0.0374071142675117,0.568092441638389
"picta",1.6292056571023,1.19983935194448,0.653402610199374,1.00778195660925,-0.0416895590373589,1.31815777286319,1.20647400328604,-0.0508049465510613,0.531461087753788
"picta",1.62013605497376,1.22738823987284,0.691914770963612,1.03618586341561,-0.0441342471807632,1.27625755149389,1.24689293207543,-0.154469022169706,0.544107638331651
"picta",1.63042787502502,1.18731492424393,0.680131400329836,0.989442456752643,-0.0468056927711519,1.25721981112176,1.27786230143014,-0.155181527659565,0.57975802897901
"picta",1.58433122436753,1.11060114735572,0.591342623344292,0.947995435731078,0.0523097809725128,1.26774546602601,1.24227905426609,0.00291171593723696,0.544334333000326
"picta",1.55870857053317,1.22374766907343,0.681358799771525,0.979283619506221,-0.0793420502665483,1.24918980743879,1.19391520696251,-0.0410719113581652,0.643881192381088
"picta",1.63042787502502,1.17307448512932,0.642342839440437,0.984988115326393,-0.0468056927711519,1.2666613673546,1.21395254852501,-0.0971895806818784,0.633442887941786
"picta",1.6232492903979,1.17260772995586,0.644315748739235,1.00138704328071,-0.0960948714997513,1.24773021576642,1.19935021203087,-0.154684552301391,0.556322383613013
"picta",1.6414741105041,1.167708041849,0.667952154932345,0.984563517054607,-0.100825484264628,1.27264940300368,1.22711954692438,-0.155946261533837,0.601964485565902
"picta",1.62013605497376,1.15696011310832,0.664476522616672,0.998397302526213,-0.0441342471807632,1.3032690213671,1.22409673540887,-0.154469022169706,0.591104201007874
"picta",1.64443858946784,1.17120790027903,0.648252075219289,0.996349453767517,-0.0504424510053621,1.27281212999929,1.21612440725173,-0.047007023790407,0.518399664816683
"picta",1.61804809671209,1.13977049412197,0.674390387932958,1.03710808008119,0.0435578994298991,1.28692371441501,1.23988721205565,-0.0963325252760063,0.662810645359798
"stickeli",1.64591327503384,1.18659186875221,0.61344650640731,1.02533637164439,0.235563666935621,1.28827427483986,1.24759220971633,0.109981155413134,0.546517009260221
"stickeli",1.698535492562,1.19327204455705,0.693935678195686,1.02648305474761,0.197372503634993,1.27047878992658,1.2499831657218,0.0658674655538711,0.437126732317868
"stickeli",1.62211036036122,1.1959258949942,0.588065543356631,1.02733551237056,0.233487030862639,1.32459790056869,1.24964134109776,0.13154492394884,0.521969415126795
"stickeli",1.67933703052079,1.2027857077449,0.627453457443683,1.04234797088845,0.206625309221018,1.3173710358305,1.24675792549693,0.151153139203442,0.547240015265498
"stickeli",1.64493070791359,1.20608582838375,0.642451279269105,1.00186008595169,0.23423513920001,1.31136278102131,1.23954682402337,0.150214532997444,0.526055571535246
"stickeli",1.61066016308988,1.21436669515918,0.710917151557254,1.03977528675441,0.160234743669186,1.27486963534785,1.23799635035092,0.0499626951250887,0.44209326923698
"stickeli",1.62736585659273,1.16556540102603,0.696795745942831,1.02959610869207,0.229691586658376,1.26585417745914,1.26851207228282,0.141543003495398,0.486788487390747
